CSheetID,Org,County,Program Name,Category,Service Area,Last Updated,Mon-Hours,Tues-Hours,Wed-Hours,Thur-Hours,Fri-Hours,Sat-Hours,Sun-Hours,Street Address,Addressline 2,City,Zip,website,Phone,Program Description,COVID19_Updates,Additional Information,Contact Name,Contact Email,Contact Number,Alternative Phone,Column,Column2,Column3
C0038,Piedmont Health Services and Sickle Cell Agency,Guilford,Healthy Start Triad Baby Love Plus,Children & Families,"High Point, Greater High Point",Tue Aug 18 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,401 Taylor Avenue,,High Point,27260,https://www.piedmonthealthservices.org/,336-886-2437,"Triad Baby Love Plus (TBLP) is a FREE program designed to promote healthy pregnancies, positive birth outcomes and provide participants with the knowledge and resources needed to give babies their best start in life! The purpose of TBLP is to improve the health of women before, during and after pregnancy; improve father/male partner involvement; address health disparities; build community capacity for healthier babies","Staff are working in the office and remotely from home.  For the safety of clients and staff, we are communicating with clients via phone follow up and Zoom.  Please call (336) 274-1507 to speak to someone regarding enrollment for Healthy Start Triad Baby Love Plus.",,Angela Bratton,abratton@piedmonthealthservices.org,336-886-2437,,,,
C0039,Reading Connections,Guilford,Reading Connections,Children & Families,Guilford County-Wide,Thu Apr 02 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,122. Elm Street,Suite 920,Greensboro,27401,https://readingconnections.org/,336-230-2223,"Reading Connections is a nonprofit agency that provides innovative programs designed to improve literacy, language skills, educational equity, and self-esteem for adults in Guilford County, N.C.",In person classes and tutoring are cancelled until May. Offices are closed but classes and tutoring will be offered remotely for students. ,"Types of classes offered: ESOL, career coaching, computer literacy, high school equivalency, detention center literacy, adult education, and family literacy.",,,,,,,
C0040,Reading Connections,Guilford,Reading Connections,Children & Families,Guilford County-Wide,Tue Apr 21 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,901 N. Main Street,,High Point,27262,https://readingconnections.org/,336-884-7323,"Reading Connections is a nonprofit agency that provides innovative programs designed to improve literacy, language skills, educational equity, and self-esteem for adults in Guilford County, N.C.",In person classes and tutoring are cancelled until May. Offices are closed but classes and tutoring will be offered remotely for students. ,"Types of classes offered: ESOL, career coaching, computer literacy, high school equivalency, detention center literacy, adult education, and family literacy.",,,,,,,
C0041,Salvation Army of Greensboro,Guilford,Boys and Girls Club at Reynolds Unit,Children & Families,Greensboro,Tue Apr 07 00:00:00 EDT 2020,N/A,N/A,N/A,N/A,N/A,,,1001 Freeman Mill Road,,Greensboro,27406,https://www.salvationarmycarolinas.org/bgcgreensboro/home/,336-907-3635 Ext. 2,"The Salvation Army Boys & Girls Club of Greensboro offers young people what they need and want most – adults who respect and listen to them; a safe environment where they can have fun and be themselves; and interesting, constructive activities that channel youthful energy into challenging pursuits.",All Boys and Girls Club’s locations in the city of Greensboro along with our School of Music and Arts have been closed until further notice. Facebook activities are being posted daily for children.,,Grace Thompson,grace.thompson@uss.salvationarmy.org,336-907-3635 x65396,,,,
C0042,Salvation Army of Greensboro,Guilford,Boys and Girls Club at the Teen Center,Children & Families,Greensboro,Tue Apr 07 00:00:00 EDT 2020,N/A,N/A,N/A,N/A,N/A,,,400 W. Whittington Street,,Greensboro,27406,https://www.salvationarmycarolinas.org/bgcgreensboro/home/,336-907-3635 Ext. 2,"The Salvation Army Boys & Girls Club of Greensboro offers young people what they need and want most – adults who respect and listen to them; a safe environment where they can have fun and be themselves; and interesting, constructive activities that channel youthful energy into challenging pursuits.",All Boys and Girls Club’s locations in the city of Greensboro along with our School of Music and Arts have been closed until further notice. Facebook activities are being posted daily for children.,,Grace Thompson,grace.thompson@uss.salvationarmy.org,336-907-3635 x65396,,,,
C0043,Salvation Army of Greensboro,Guilford,Boys and Girls Club at Caldcleugh Unit,Children & Families,Greensboro,Tue Apr 07 00:00:00 EDT 2020,N/A,N/A,N/A,N/A,N/A,,,1700 Orchard Street,,Greensboro,27406,https://www.salvationarmycarolinas.org/bgcgreensboro/home/,336-373-5881,"The Salvation Army Boys & Girls Club of Greensboro offers young people what they need and want most – adults who respect and listen to them; a safe environment where they can have fun and be themselves; and interesting, constructive activities that channel youthful energy into challenging pursuits.",All Boys and Girls Club’s locations in the city of Greensboro along with our School of Music and Arts have been closed until further notice. Facebook activities are being posted daily for children.,,Grace Thompson,grace.thompson@uss.salvationarmy.org,336-907-3635 x65396,,,,
C0044,Salvation Army of Greensboro,Guilford,Boys and Girls Club at Hickory Trails,Children & Families,Greensboro,Tue Apr 07 00:00:00 EDT 2020,N/A,N/A,N/A,N/A,N/A,,,4223 Romaine Street,,Greensboro,27407,https://www.salvationarmycarolinas.org/bgcgreensboro/home/,336-292-0438,"The Salvation Army Boys & Girls Club of Greensboro offers young people what they need and want most – adults who respect and listen to them; a safe environment where they can have fun and be themselves; and interesting, constructive activities that channel youthful energy into challenging pursuits.",All Boys and Girls Club’s locations in the city of Greensboro along with our School of Music and Arts have been closed until further notice. Facebook activities are being posted daily for children.,,Grace Thompson,grace.thompson@uss.salvationarmy.org,336-907-3635 x65396,,,,
C0045,UNCG,Guilford,Bringing Out the Best,Children & Families,Guilford County-Wide,Mon Aug 17 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,923 W. Gate City Boulevard,Suite A,Greensboro,27402,https://bringingoutthebest.uncg.edu/,336-334-3120,"Bringing Out the Best is an early intervention program that provides family-centered, community-based services targeting children ages birth to five with social and emotional challenges. Our goal is to increase the number of children in Guilford County that are healthy and ready to succeed as they enter school.","Bringing Out the Best staff are working remotely at this time.  We are pleased to extend short-term consultation to any parent or teacher of young children (0-5 years) in Guilford County. You can call Janet Howard at (336) 334-3120 or to request a consultation online, visit our website or click the link below:  https://uncg.qualtrics.com/jfe/form/SV_bJdkZ3E6vKMv8fr",,Janet Howard,jdhoward@uncg.edu,336-334-3120,,,,
C0046,Women's Resource Center of Greensboro,Guilford,Women's Resource Center of Greensboro,Children & Families,Guilford County-Wide,Mon Apr 20 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,628 Summit Avenue,,Greensboro,27405,https://www.womenscentergso.org/,336-275-6090,"The mission of the Women's Resource Center is to promote the self-reliance of women by assessing needs, providing services and acting as a gateway to community resources. WRC provides help with empowerment through workshops and access to legal resources, job strategies, and  community resource counseling.","WRC will be closed to the public.  Resource & Referral Services and Attorney Hotline Appointments will be available via email at info@womenscentergso.org. For Job Search Assistance you can contact Heather Schneck at Heather@womenscentergso.org. The WRC Staff is working with limited access to phones and emails and will get back with you as soon as possible. The Women's Emotional Wellness Support Group will continue via Facebook.
Go to the website and click on the 'Events Calender' to access the link.",,,,,,,,
C0047,YWCA Greensboro,Guilford,Teen Parent Mentor Program,Children & Families,"Greensboro, Greater Greensboro",Tue Apr 07 00:00:00 EDT 2020,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,1807 E. Wendover Avenue,,Greensboro,27405,https://ywcagsonc.org/services/teen-parent-mentor-program/,336-273-3461 Ext. 210,"The YWCA Teen Parent Mentor Program (TPMP) helps teen mothers succeed in school, postpone subsequent births to beyond adolescence, and deliver and raise healthy, school-ready children.","All TPMP group programs are cancelled until further notice.
Staff are maintaining contact with participants via calls, Facetime, Facebook Messenger, and Zoom meetings. Staff members and mentors are continuously assisting program participants and their families with updates on community resources to meet their needs, including educational resources. 
Staff will continue to ""deliver and drop"" essential supplies to participants, such as food, diapers, formula, etc. Staff will leave supplies on porches or other agreed upon places.",,Holly Broadwater,hbroadwater@ywcagsonc.org,336-273-3461,,,,
