cluster_id_program,Program_Name,Progam,Org,sources,n_sources,M_n_sources,C_n_sources,MSheetID,Street Address.x,City.x,Zip.x,cluster_id_Org,Organization Name,Program Name,Domain Name,Service Factor,Service Type 1,Service Type 2,Phone Number,Fax Number,Website,Mon- Hours,Tues-Hours,Wed-Hours,Thurs-Hours,Fri-Hours,Sat-Hours,Sun-Hours,Street Address.y,City.y,Zip.y,Multiple Locations,Location Eligibility,Population Served,Brief Program Description,Age Range for Services,Specific Eligibility Criteria,Services Provided in other languages,Specify Languages,Services Offered,Duration/Length of Service,Evidence Based,Validated Screening Tools,Fees,Contact Name for Referrals,Phone Number 2,Email Address,Accepted Referral Process,Preferred Referral,Referral Form Provided,Referral Source Response Time,Practice for Following Up with Referring Organization,Current Waitlist,General Waitlist Trends,Duplication Policy,Transportation Policy,Primary Program Contact Name,Phone Number 3,Email address
3408d7ec-f56f-48f9-b31e-6a596cd6db25,Cone Health Behavioral Health - Individual Therapy,Cone Health Behavioral Health - Individual Therapy,Cone Health Behavioral Health,M0023,1,1,0,M0023,700 Walter Reed Drive,Greensboro,27403.0,d91bbf84-85ee-4b62-bef0-c20fa0a9efb4,Cone Health Behavioral Health,Cone Health Behavioral Health - Individual Therapy,Support for Parent(s),Parent Emotional Support,Adult Mental Health Services,Child and Family Mental Health Services,24-Hour Helpline: 336-832-9700 / 800-711-2635,NA,https://www.conehealth.com/services/behavioral-health/inpatient-care/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,NA,NA,700 Walter Reed Drive,Greensboro,27403.0,NA,NA,NA,"Children, adolescents and adults benefit from innovative, evidence-based care. Our experienced psychiatrists, psychologists, physicians, nurses and licensed therapists collaborate to understand your unique needs and to provide treatments to restore your well-being. Children’s therapy to addresses emotional, psychological and medical issues is offered in partnership with the Cone Health Developmental and Psychological Center.",All ages,"Children struggling with emotional, psychological, and medical issues",NA,NA,Individual therapy,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Debra Milikan,NA,debra.milikan@conehealth.com
38338049-ebde-4bbd-a3e2-e9d0e7e3a6b8,Fresh Moblie Market,Fresh Moblie Market,Out of the Garden Project,M0093;  C0073,2,1,1,M0093,300 NC Highway 68 South,Greensboro,27409.0,b5b97ed9-549d-4193-81d2-04b6c3cc5a62,Out of the Garden Project,Fresh Moblie Market,Support for a Safe Home,Household Safety/Material Supports,Food/Nutrition Assistance,NA,336-430-6070,NA,https://outofthegardenproject.org/programs/fresh-mobile-markets/,NA,NA,NA,NA,NA,NA,NA,300 NC Highway 68 South,Greensboro,27409.0,NA,Guilford County-Wide,NA,"Out of the Garden's Fresh Mobile Markets program is a mobile food pantry service that distributes fresh produce, bread, meat, and shelf-stable items to qualifying families with children 0-18 years). Families and households with children who are eligible for Supplementary Nutrition Assistance Program (SNAP) benefits automatically qualify for this service. ID required, limited to one Fresh Mobile Market each month.",Specifically for families with children 0-18 years of age,Must qualify by income,Yes,"English, Spanish","Distribute fresh produce, bread, meat, and shelf-stable items",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don Milholin,336-430-6070 ext. 5,don@outofthegardenproject.org
385f14c0-38d5-4289-ad01-e38e8c28848d,Career Centers of the Carolinas,Career Centers of the Carolinas,Career Centers of the Carolinas,M0172,1,1,0,M0172,3225 Battleground Ave,Greensboro,27408.0,697a7613-a826-4df5-b5a1-d5bdb5d8cc67,Career Centers of the Carolinas,Career Centers of the Carolinas,Support for a Safe Home,NA,NA,NA,800-497-5377,NA,NA,NA,NA,NA,NA,NA,NA,NA,3225 Battleground Ave,Greensboro,27408.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390332a2-bace-4ebe-a95d-623801affd21,Boys and Girls Club at Ward Street Club,Boys and Girls Club at Ward Street Club,Boys and Girls Club of Greater High Point,M0006;  C0004,2,1,1,M0006,1619 W Ward Avenue,High Point,27260.0,f1daa81b-2f0d-438c-94f9-514d60cacbf8,Boys and Girls Club of Greater High Point,Boys and Girls Club at Ward Street Club,Support for Caring for Infants and Children,Child Care Plans,After-School Programs,NA,336-886-8219,NA,https://www.hpclubs.org/,"School Months:
 2:00 pm – 7:00 pm

Summer Months & Holidays 9:00 am – 6:00 pm","School Months:
 2:00 pm – 7:00 pm

Summer Months & Holidays 9:00 am – 6:00 pm","School Months:
 2:00 pm – 7:00 pm

Summer Months & Holidays 9:00 am – 6:00 pm","School Months:
 2:00 pm – 7:00 pm

Summer Months & Holidays 9:00 am – 6:00 pm","School Months:
 2:00 pm – 7:00 pm

Summer Months & Holidays 9:00 am – 6:00 pm",NA,NA,1619 W Ward Avenue,High Point,27260.0,NA,NA,NA,"Boys and Girls Club mission is to enable all young people, especially those who need us most, to reach their full potential as productive, caring, responsible citizens.",Thu Jun 18 00:00:00 EDT 2020,NA,NA,NA,"Educational, recreational, cultural and social activites","All year , except holidays",N/A,N/A,$2 per year,NA,NA,NA,Paper application,NA,NA,NA,NA,NA,NA,NA,Only for field trips,NA,NA,Info@hpclubs.org
3930af4b-4dea-4d8e-8774-5c05667799ee,Hope4NC Helpline,Hope4NC Helpline,Hope4NC Helpline,M0072;  C0202,2,1,1,M0072,NA,NA,NA,8ca1bff0-efbe-42b4-9d11-762c12097c6b,Hope4NC Helpline,Hope4NC Helpline,NA,NA,Adult Mental Health Services,NA,1-855-587-3463,NA,https://www.ncdhhs.gov/news/press-releases/new-mental-health-supports-all-north-carolinians-including-health-care-workers,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,NA,NA,NA,NA,NA,NA,"The Hope4NC Helpline is a mental health resource to support North Carolinians during #COVID19NC. Call for support 24 hours a day, seven days a week.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3a73342f-8f0a-48b1-8a4c-ad50f02e5b64,Guilford Community Care Network (GCCN),Guilford Community Care Network (GCCN),Guilford Community Care Network,M0177,1,1,0,M0177,612 Pasteur Dr,Greensboro,27406.0,ce180e56-e0ec-4d26-9083-5a069b998309,Guilford Community Care Network,Guilford Community Care Network (GCCN),Support for Health Care,NA,NA,NA,336-895-4900,NA,https://www.guilfordccn.org/,NA,NA,NA,NA,NA,NA,NA,612 Pasteur Dr,Greensboro,27406.0,NO,Guilford County,NA,promote and coordinate community-based efforts to ensure all persons have access to quality and affordable health care services in a comprehensive and coordinated system of care regardless of an individual’s ability to pay,18 and up,"Uninsured, Guilford County resident",NA,NA,"GCCN orange card, access to affordable health care",NA,NO,NA,sliding fee scale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3c4147b9-becf-4f93-b7c7-15b54f97f62b,The Slane Center,The Slane Center,Family Services of the Piedmont,C0199;  C0059;  M0049,3,1,2,M0049,1401 Long Street,High Point,27262.0,c9cfcde9-2e2f-409c-9c7d-92d32fafebdb,Family Services of the Piedmont,The Slane Center,NA,NA,Domestic Violence/Interpersonal Violence Services,NA,336-387-6161,NA,https://www.fspcares.org/,8:30am-12:00pm /  2:00pm-3:30pm,8:30am-12:00pm /  2:00pm-3:30pm,8:30am-12:00pm /  2:00pm-3:30pm,8:30am-12:00pm /  2:00pm-3:30pm,8:30am-12:00pm /  2:00pm-3:30pm,NA,NA,1401 Long Street,High Point,27262.0,NA,"High Point, Greater High Point",NA,"Services offered include: Domestic Violence, Substance Abuse, Mental Health, and Sexual Assault services, Child Abuse, Healthy Parenting – in home therapy, Incredible Years, Financial Counseling, childen’s advocacy center, emergency shelters",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Theresa Johnson,336-387-6161,theresa.johnson@fspcares.org
3e164b84-cc38-41b0-8c3e-59d47441bed3,Immigrant Assistance Center,Immigrant Assistance Center,FaithAction International House,C0179;  M0043,2,1,1,M0043,705 N. Greene Street,Greensboro,27401.0,f7b0f9c1-a9ec-483f-97b0-9cca0003812b,FaithAction International House,Immigrant Assistance Center,Support for a Safe Home,NA,Immigration Services,NA,336-379-0037,NA,https://faithaction.org/,9:00am-5:00pm,10:00am-6:00pm,9:00am-5:00pm,10:00am-6:00pm,9:00am-5:00pm,NA,NA,705 N. Greene Street,Greensboro,27401.0,NA,Multi-County,NA,"FaithAction's bilingual staff provide one on one help with: Basic needs (food and diapers, healthcare, and housing issues); FaithAction ID cards; Education opportunities and employment readiness; Safe space and accompaniment for domestic/sexual violence survivors; Emergency assistance to families facing detention and deportation; Referrals for furniture, clothing, legal services, etc.",Any,Immigrant and Refugee,Yes,"English, Spanish, French","Basic Needs, ID Cards, Education Opportunities,Safe Space, Emergency Deportation assistance, referrals",None,NA,NA,None,Jose Bernal,336-379-0037,jose@faihouse.org,Email,NA,N/A,NA,NA,N/A,NA,None,"Yes, based upon availability",Jose Bernal,336-379-0037 ext 6,jose@faihouse.org
3e2c54fe-38d1-4b06-9b05-b6cff4dd4b5f,Guilford County Transportation and Mobility Services (TAMS),Guilford County Transportation and Mobility Services (TAMS),Guilford County Transportation and Mobility Services (TAMS),C0234;  M0066,2,1,1,M0066,1203 Maple Street,Greensboro,27405.0,3a1f3585-a08d-487f-a7d2-6306852f8c51,Guilford County Transportation and Mobility Services (TAMS),Guilford County Transportation and Mobility Services (TAMS),NA,NA,Transportation Services,NA,336- 641-2561,NA,https://www.guilfordcountync.gov/our-county/human-services/transportation,8:00am-5:00pm,8:00am-5:00pm,8:00am-5:00pm,8:00am-5:00pm,8:00am-5:00pm,NA,NA,1203 Maple Street,Greensboro,27405.0,NA,Guilford County-Wide,NA,"Guilford County Transportation and Mobility Services (TAMS) as a public transit system and primarily serves persons living in Guilford County without access to GTA in Greensboro or Hi tran in High Point. Transportation is provided for medical appointments, employment, education, senior services, nutrition sites and adult day care. Trips must be reserved by noon on the business day before the trip and are provided as part of a shared ride service. All services required completion and approval of an eligibility form before service can begin. Our fleet consists of 21 lift-equipped vehicles and service animals are permitted.  We provide door to door service so the driver will come to your door when they arrive.",NA,NA,NA,English and Spanish,"Non-emergergy medical transportation, Senior Sevice Transportation, Continuing Ed Bus Transportation, 24/7 Employment Transportation Services",NA,NA,NA,2.5,NA,NA,NA,NA,NA,https://www.guilfordcountync.gov/Home/ShowDocument?id=9267,NA,NA,NA,NA,NA,NA,Transportation Supervisor,336-641-3515,izimmer@guilfordcountync.gov
402efc68-dc2f-4054-a011-a0feff882f0a,Low Income Energy Assistance,Low Income Energy Assistance,DHHS,M0149,1,1,0,M0149,1203 Maple Street,Greensboro,27405.0,eb32deb0-2791-4e59-8a27-8c46aacd8a2d,DHHS,Low Income Energy Assistance,NA,NA,NA,NA,336-641-3447,336-641-6868,https://www.ncdhhs.gov/assistance/low-income-services/low-income-energy-assistance,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,NA,NA,1203 Maple Street,Greensboro,27405.0,"Highpoint Office - 325 East Russell Avenue
High Point NC 27260",Guilford County,NA,The Low Income Energy Assistance Program (LIEAP) is a federally-funded program that provides for a one-time vendor payment to help eligible households pay their heating bills.,Household including someone 60 and older or persons with disability,"Household must have someone over 60, a person with a disability to apply. Applicats must also have at least one U.S Citizen in the house, meet an income level test, have reserves less then 2,250, and be responsible for heating costs.",NA,NA,Payment for one heating bill,1 time,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40fcbcd7-7a95-4bf2-a666-cd17c3ca6933,Residential,Residential,Youth Unlimited,M0139,1,1,0,M0139,338 Burton Ave,High Point,27262.0,6ac1e385-4398-4d60-8b06-7323dca79d98,Youth Unlimited,Residential,NA,NA,NA,NA,336-883-1361,NA,https://youthunlimited.cc/?page_id=1569,NA,NA,NA,NA,NA,NA,NA,338 Burton Ave,High Point,27262.0,NA,NA,NA,"Youth Unlimited’s Residential Program has both Mental Health and DSS licensed homes. Our programs focus on reducing behaviors that make residential treatment necessary, with the intention of treatment either stepping down to a lesser level of care, or returning home. Our Level III residential homes are licensed by the North Carolina Department of Health and Human Services. The Slane Home provides this treatment for males and the Hayworth Home for females.

Sibling Group Care homes, Smith and Millis, are licensed by the Department of Social Services.  This program focuses on providing children, who have been removed from their homes, the opportunity to experience as normal a childhood as possible while a permanent resolution to their situation can be arranged.  Although the program is geared towards keeping groups of siblings together, single placements are also accepted.",NA,NA,NA,NA,Housing for indiviuals and siblings,NA,NA,NA,NA,Matt Faulkner,336-861-9243,MattFaulkner@youthunlimited.cc,NA,NA,NA,NA,NA,NA,NA,NA,NA,Matt Faulkner,336-861-9243,MattFaulkner@youthunlimited.cc
430b54f6-8289-4cd7-a51a-477c6661616a,Dismas Charities,Dismas Charities,Dismas Charities,M0173,1,1,0,M0173,307 N Church St,Greensboro,27401.0,74fbafcc-551a-4ae2-a0a8-41ccd51b64a0,Dismas Charities,Dismas Charities,Support for a Safe Home,NA,NA,NA,336-370-4357,NA,http://www.dismas.com/,NA,NA,NA,NA,NA,NA,NA,307 N Church St,Greensboro,27401.0,YES,Guilford County,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4470f107-88e1-4f29-a6bd-16628694a01c,Therapy,Therapy,Ringer Center,M0107,1,1,0,M0107,213 E. Bessemer Avenue,Greensboro,27401.0,04199905-234d-45ce-80e1-43a1194375ae,Ringer Center,Therapy,NA,NA,Child and Family Mental Health Services,NA,336-379-7146,NA,https://ringercenter.com/,9am-6pm,9am-6pm,9am-6pm,9am-6pm,9am-6pm,NA,NA,213 E. Bessemer Avenue,Greensboro,27401.0,NA,Greensboro,NA,Ringer Center offers Family Therapy which is specialized around family by a licensed family therapist who will work to help you resolve whatever is causing the problem in your family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stephen W. Ringer,NA,NA
47a9aef4-17c5-483e-8b58-d6f7615b95db,Food Pantry,Food Pantry,Greensboro Urban Ministry,C0068;  M0058,2,1,1,M0058,305 W. Gate City Boulevard,Greensboro,27406.0,1d3de207-6cf9-4a81-910d-69615962da12,Greensboro Urban Ministry,Food Pantry,Support for a Safe Home,Household Safety/Material Supports,Food/Nutrition Assistance,NA,336-271-5959,NA,https://greensborourbanministry.org/,8:30am-5:00pm,8:30am-5:00pm,8:30am-5:00pm,8:30am-5:00pm,8:30am-5:00pm,NA,NA,305 W. Gate City Boulevard,Greensboro,27406.0,NA,Greensboro,NA,"The Greensboro Urban Ministry Food Bank collects and redistributes good, edible food to 100 households or more a day.   These food assistance bags include fruits and vegetables, grains, and protein, to help ensure that those receiving assistance are eating balanced nutritious meals.",NA,NA,NA,NA,Collects and redistributes food,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mark Sumerford,336-271-5959 x308,sumerford@guministry.org
47d2902f-1347-4dab-b1b7-bdefa0568641,Emergency Food Pantry,Emergency Food Pantry,PDY&F,M0147,1,1,0,M0147,2207 E Cone Blvd,Greensboro,27405.0,a7790b1d-67d7-482b-9e87-8867d0a6bac9,PDY&F,Emergency Food Pantry,NA,NA,NA,NA,NA,NA,https://pdyandf.org/emergency-food-pantry/,NA,NA,NA,NA,NA,NA,NA,2207 E Cone Blvd,Greensboro,27405.0,NA,NA,NA,"non-perishable food items (including baby formula/food), clothing, diapers.",NA,Must provide valid NC idetification card or bill with Guilford County ID,NA,NA,"Food pantry, diapers, baby clothing, formula.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47e39f89-48b8-46a0-86e9-8010dc927d8f,Boys and Girls Club at Carson Stout,Boys and Girls Club at Carson Stout,Boys and Girls Club of Greater High Point,C0002;  M0003,2,1,1,M0003,1900 Fern Avenue,"High Point
",27260.0,f1daa81b-2f0d-438c-94f9-514d60cacbf8,Boys and Girls Club of Greater High Point,Boys and Girls Club at Carson Stout,Support for Caring for Infants and Children,Child Care Plans,After-School Programs,NA,336-884-4318,NA,https://www.hpclubs.org/,"School Months:
 2:00 pm – 7:00 pm

Summer Months & Holidays 9:00 am – 6:00 pm","School Months:
 2:00 pm – 7:00 pm

Summer Months & Holidays 9:00 am – 6:00 pm","School Months:
 2:00 pm – 7:00 pm

Summer Months & Holidays 9:00 am – 6:00 pm","School Months:
 2:00 pm – 7:00 pm

Summer Months & Holidays 9:00 am – 6:00 pm","School Months:
 2:00 pm – 7:00 pm

Summer Months & Holidays 9:00 am – 6:00 pm",NA,NA,1900 Fern Avenue,"High Point
",27260.0,NA,High Point,NA,"Boys and Girls Club mission is to enable all young people, especially those who need us most, to reach their full potential as productive, caring, responsible citizens.",Thu Jun 18 00:00:00 EDT 2020,NA,NA,NA,"Educational, recreational, cultural and social activities","All year , except holidays",N/A,N/A,$2 per year,NA,NA,NA,Paper application,NA,NA,NA,NA,NA,NA,NA,Only for field trips,NA,NA,Info@hpclubs.org
