Column,Organization Name,Program Name,Domain Name,Service Factor,Service Type 1,Service Type 2,Phone Number,Fax Number,Website,Mon- Hours,Tues-Hours,Wed-Hours,Thurs-Hours,Fri-Hours,Sat-Hours,Sun-Hours,Street Address,City,Zip,Multiple Locations,Location Eligibility,Population Served,Brief Program Description,Age Range for Services,Specific Eligibility Criteria,Services Provided in other languages,Specify Languages,Services Offered,Duration/Length of Service,Evidence Based,Validated Screening Tools,Fees,Contact Name for Referrals,Phone Number 2,Email Address,Accepted Referral Process,Preferred Referral,Referral Form Provided,Referral Source Response Time,Practice for Following Up with Referring Organization,Current Waitlist,General Waitlist Trends,Duplication Policy,Transportation Policy,Primary Program Contact Name,Phone Number 3,Email address
M0127,World Relief Triad,Immigration Legal Services,Support for a Safe Home,Family and Community Safety,Immigration Services,Legal Services,336-887-9007,336-887-5245,https://worldrelieftriad.org/ILS,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,9:00am-5:00pm,,,"155 Northpoint Avenue, Suite 102",High Point,27262.0,,"High Point, Greater High Point",,"The World Relief Triad ILS program partners with local churches as well as the wider community to provide affordable, high-quality legal services to immigrants throughout the North Carolina area. World Relief Triad is recognized by the U.S. Department of Justice and its caseworkers can represent clients before the U.S Citizenship and Immigration Services (USCIS). Services provided include: petition to remove conditions on permanent resident status, T/U visa-based adjustments, application for naturalization, certificate of citizenship, replacement of naturalization certificate, sign-up for citizenship Classes, certificate of citizenship for minors, fee waivers (available through USCIS if necessary), medical waivers, petitions for a non-spouse/relative, fiancé visas, fiancé petition, change of address, consular process/immigrant visas, Freedom of Information Act (F.O.I.A.) requests and reviews, replacement of non-immigrant arrival-departure documents, travel documents and employment authorizations. World Relief Triad is a faith-based organization that serves those who are suffering from injustice and poverty, regardless of color, gender, or belief. ",,,,,"Adjustment of Legal Status, Naturalization, Citizenship Classes, Family Reunification, Change of Address, Consular Process/Immigrant Visas, FOIA Requests and Reviews, Replacement of Non-Immigrant Arrival-Departure Documents, Travel Documents, Employment Authorizations",,,,,Shivani Shrivastav,,sshrivastav@wr.org,,,,,,,,,,Shivani Shrivastav,,sshrivastav@wr.org
M0128,YWCA Greensboro,Emergency Family Shelter,Support for a Safe Home,Family and Community Safety,Homeless Shelters,,336-333-0175,336-273-7141,https://ywcagsonc.org/,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,24 hours,1807 E. Wendover Avenue,Greensboro,27405.0,,Guilford County-wide,,"The YWCA Greensboro Emergency Family Shelter program provides shelter, food, case management, and holistic support for families experiencing homelessness. Each family develops a plan to achieve educational goals, optimal health, financial stability, pay off debts and save money to move into permanent housing. Weekday hours, children go to school, childcare or are with their parents. Parents seek jobs, go to work, school, job training or make use of needed community resources.",All ages,Families experiencing homelessness,,,"Shelter, Food, Case Management, Parenting Education",Length of stay in the shelter is based on progress being made towards family goals and the family’s ability to fully participate in the program.,No,No,No,,336-333-0175,familyshelter@ywcagso.org,,,,,,,,,,Lindy Garnett,336-273-3461,lgarnette@ywcagsonc.org
M0129,YWCA Greensboro,Teen Parent Mentor Program,,,Home Visiting Programs,Case Management,336-273-3461 (ext. 210),,https://ywcagsonc.org/services/teen-parent-mentor-program/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,1807 Wendover Ave. E,Greensboro,27405.0,,Greensboro,19 and under pregnant and parenting,"The YWCA Teen Parent Mentor Program (TPMP) helps teen mothers succeed in school, postpone subsequent births to beyond adolescence, and deliver and raise healthy, school-ready children.",Any age,Pregnant and parenting mom unders 20 years old ,No,,"Case Management, Monthly Home Visits, Transportation, School Groups, Childcare for Group Sessions",As long as the mom is under 20 ,,Nurse from Cone Health on Staff to Conduct Screenings,,Holly Broadwater,336-273-3461,hbroadwater@ywcagso.org,Call or Email,Email,,,,Y,,,,Holly Broadwater,,hbroadwater@ywcagsonc.org 
M0130,YWCA High Point,Adolescent Parenting Program,,,Home Visiting Programs,Case Management,336-882-4126,,https://ywcahp.com/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,155 W. Westwood Avenue,High Point,27262.0,,"High Point, Greater High Point",,Adolescent Parenting Program (APP) is modeled after the state guidelines and provides services that lead to personal self-sufficiency and economic self-support for pregnant and parenting adolescents.,Any age,"First time mom,  must be a student in Guilford County Schools or College (in Guilford County)",Yes,English and Spanish ,"Offered case management, transportation to appointments, school or doctors. Health and Wellness education. Life and parenting skills, diapers and car seats ",as long as mom is in school,,,,Angelica Mickel,336-882-4126,amickl2@ywcahp.com,"Intake by phone, email, or walk in ",,,,,,,,,Michelle Morrison,336-882-4126,mmorrison@ywcahp.com
M0131,YWCA High Point,Healthy Beginnings,,,Home Visiting Programs,Case Management,336-882-4126,,https://ywcahp.com/what-we-do/healthy-beginnings/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,155 W. Westwood Avenue,High Point,27262.0,,"High Point, Greater High Point",,"Healthy Beginnings is a personalized program for minority women 20 – 30 years old and their children. The program seeks to help young women have healthy pregnancies and healthy children, and maintain a healthy lifestyle between pregnancies.",,,,,,,,,,,,,,,,,,,,,,Felicia Connelly,336-882-4126,fconnelly@ywcahp.com
M0132,YWCA High Point,Latino Family Center - El Pueblo,,,,,336-882-4126,,https://ywcahp.com/what-we-do/latino-family-center/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,155 W. Westwood Avenue,High Point,27262.0,,"High Point, Greater High Point",,"El Pueblo is a community access program that provides outreach services, information, and referral services to Latinos in the greater High Point area.  Program leaders provide assistance with translations of documents or language interpretation when interfacing with health, educational, social or legal systems. They also assist in helping program participants understand what resources are available to them, and what avenues to pursue.  During a family crisis, The El Pueblo program provides a stable resource for the family as well as a valuable link in crisis situations related to health and legal problems.  El Pueblo provides community meetings on:  Immigration Issues, US Legal System, Family Financial Literacy and Planning, Health and Nutrition, Finances, and DACA Renewals.  Free DACA renewals are offers in partnership with the North Carolina Justice Center to DACAmented individuals to be able to renew their DACA status for another two years. This allows participants to continue to receive their legal status to go to school and work while contributing to the greater High Point community.",No,N/A,Yes,"English, Spanish","Immigration Issues, US Legal System, Family Financial Literacy and Planning, Health and Nutrition, Finances, and DACA Renewals",As needed,N/A,N/A,Free,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,Maria Mayorga,336-882-4126,mmayorga@ywcahp.com
M0133,YWCA High Point,Latino Family Center - The Lead Program,,,,,336-882-4126,,https://ywcahp.com/what-we-do/latino-family-center/,N/A,N/A,N/A,N/A,N/A,,,155 W. Westwood Avenue,HIgh Point,27262.0,,"High Point, Greater High Point",,"The LEAD program teaches active clients to be proactive in developing leadership skills to help the Latino community grow. Our goal is for participants to represent the Latino community in initiatives throughout High Point.  LEAD hosts cultural programs each year for Dia de lo Ninos (Children’s Day), Dia de los Muertos (Day of the Dead), Latino Festival to share Latino culture and heritage.",No,N/A,Yes,"English, Spanish",,As needed,N/A,N/A,Free,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,Maria Mayorga,336-882-4126,mmayorga@ywcahp.com
M0134,YWCA High Point,Womens Resource Center - Baby Basics Program,Support for a Safe Home,Household Safety/Material Supports,Clothing Assistance,Diapers,336-882-4126,336-882-7980,https://ywcahp.com/what-we-do/womens-resource-center/,11:00am-3:00pm,,11:00am-3:00pm,,9:00am-12:00pm,,,155 W. Westwood Avenue,High Point,27262.0,,"Hight Point, Greater High Point",,"For women and families in challenging situations, the center provides a range of services to meet their needs, helping them achieve their personal and professional goals through information, education, referral and support.",All ages,Low-income women and mothers,Yes,"English, Spanish","Clothing, diapers, baby food, car seats",Less than an hour,No,N/A,No,Priscilla Bravo,336-882-4126,pbravo@ywcahp.com,"Call, paper application - email, paper application - fax","Call, paper application - email, paper application - fax",No (COVID specific),Within 24 hours,,No,N/A,Clients can receive services no more than once a month,No,Priscilla Bravo,336-882-4126,pbravo@ywcahp.com
M0135,YWCA High Point,Womens Resource Center - Career Closet Program,Support for a Safe Home,Household Safety/Material Supports,Clothing Assistance,,336-882-4126,336-882-7980,https://ywcahp.com/what-we-do/womens-resource-center/,Appointment only,Appointment only,Appointment only,Appointment only,Appointment only,,,155 W. Westwood Avenue,High Point,27262.0,,"Hight Point, Greater High Point",,"For women and families in challenging situations, the center provides a range of services to meet their needs, helping them achieve their personal and professional goals through information, education, referral and support.",All ages,Low-income women and mothers,Yes,"English, Spanish",Job market clothing,Less than an hour,No,N/A,No,Priscilla Bravo,336-882-4126,pbravo@ywcahp.com,"Call, paper application - email, paper application - fax","Call, paper application - email, paper application - fax",No (COVID specific),Within 24 hours,,No,N/A,Clients can receive services no more than once a month,No,Priscilla Bravo,336-882-4126,pbravo@ywcahp.com
M0136,YWCA High Point,Youth Services,,,,,336-882-4126,,https://ywcahp.com/what-we-do/youth-services/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,155 W. Westwood Avenue,HIgh Point,27262.0,,"High Point, Greater High Point",,Youth Services provides after school care and coverage on teacher workdays and spring break.  Additional services include summer camps and swim lessons,3-12 years old,,,,,,,,$25 Youth Membership or $80 family membership,,,,,,,,,,,,,Kathie Szitas,336-882-4126,kszitas@ywcahp.com
M0137,YWCA Greensboro,Healthy Moms Healthy Babies,,,Home Visiting Programs,Case Management,336-273-3461,,https://ywcagsonc.org/services/healthy-moms-healthy-babies/,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,Virtual Appointments Available,,,1807 E. Wendover Avenue,Greensboro,27405.0,,,,"Healthy Moms Healthy Babies is a personalized program for women and their children. The program seeks to help young women have healthy pregnancies and healthy children, and maintain a healthy lifestyle between pregnancies.",Women 20 to 30 years old and their children,,,,"Peer group education and support, Childbirth classes, Doulas, Goal setting, Transportation assistance, Parenting support, Referrals,",,,,,Felicia Evans,336-273-3461,fevans@ywcagso.org,,,,,,,,,,Felicia Evans,336-493-1907,fevans@ywcagsonc.org
M0138,UNCG Psychology Clinic,Indiviual and Group Counseling,,,,,336-334-5662,(336) 334-5754,https://psy.uncg.edu/clinic/,8:30am-8:00pm,8:30am-8:00pm,8:30am-8:00pm,8:30am-8:00pm,8:30am-7:00pm,,,"1100 West Market Street in Greensboro, NC on the 2nd floor",Greensboro,27403.0,,,,"The psychological services provided at the UNCG Psychology Clinic include individual and group therapy for children, families, and adults. We provide comprehensive psychological evaluations for a variety of cognitive, educational, emotional, and behavioral difficulties in children and adults.",All ages,,,,"Indiviual or Group Counseling, Psycological testing, DREAM Camp (for children and adolecents with social struggles)",,,,"105 per session, finacial assistance is able to be applied for, Sandhills Medicare can be be applied for Guilford County only.",,336-334-5662,,,,,,,,,,,,,
M0139,Youth Unlimited,Residential,,,,,336-883-1361,,https://youthunlimited.cc/?page_id=1569,,,,,,,,338 Burton Ave,High Point,27262.0,,,,"Youth Unlimited’s Residential Program has both Mental Health and DSS licensed homes. Our programs focus on reducing behaviors that make residential treatment necessary, with the intention of treatment either stepping down to a lesser level of care, or returning home. Our Level III residential homes are licensed by the North Carolina Department of Health and Human Services. The Slane Home provides this treatment for males and the Hayworth Home for females.

Sibling Group Care homes, Smith and Millis, are licensed by the Department of Social Services.  This program focuses on providing children, who have been removed from their homes, the opportunity to experience as normal a childhood as possible while a permanent resolution to their situation can be arranged.  Although the program is geared towards keeping groups of siblings together, single placements are also accepted.",,,,,Housing for indiviuals and siblings ,,,,,Matt Faulkner,336-861-9243,MattFaulkner@youthunlimited.cc,,,,,,,,,,Matt Faulkner,336-861-9243,MattFaulkner@youthunlimited.cc
M0140,Youth Unlimited,Theraputic and Family Foster Care,,,,,336-883-1361,,https://youthunlimited.cc/?page_id=1607,,,,,,,,338 Burton Ave,High Point,27262.0,,,,"Youth Unlimited’s Foster Care Program provides both therapeutic and traditional foster care for children from birth to age 18. Because a foster family serves as a temporary home for a child who is unable to live within his or her own family, we diligently prepare foster parents for placements, ensuring each child and family are a good match. We then carefully monitor each foster family setting. Our goal is to give children a safe, nurturing home, and a family to care for them until they can return home (reunification) or be adopted. In our experience, well matched placements, are paramount for successful fostering.",Birth - 18,,,,Foster Placements ,,,,,Judy Fradenburg,336-861-9243,JudyFradenburg@youthunlimited.cc,,,,,,,,,,Judy Fradenburg,336-861-9243,JudyFradenburg@youthunlimited.cc
M0141,Youth Unlimited,Intensive In Home Services,,,,,336-883-1361,,https://youthunlimited.cc/?page_id=1687,,,,,,,,338 Burton Ave,High Point,27262.0,,,,"Intensive In-Home Services are clinically oriented, short-term therapy services provided to the child and family in their home. The Intensive In-Home Services team works to stabilize the home environment, promote reunification of the family, or prevent out-of-home placement. We use a team approach to meet the identified needs of each child and his or her family. The team has three members who are available to children and their families 24 hours a day, 7 days a week. Most of the contact with clients occurs in familiar surroundings such as the family’s home or within the community or school.",Birth-18,,,,In house therapy sessions,,,,,,,,,,,,,,,,,Bobby Lindsay,336-861-9243,
M0142,Youth Unlimited,Psychiatric/Behavior Health Medication Management Services,,,,,336-883-1361,,https://youthunlimited.cc/?page_id=1689,,,,,,,,338 Burton Ave,High Point,27262.0,,,,"Our Psychiatric / Behavioral Health Medication Management Services ensures each child and family receives the quality care and time needed to meet their psychiatric and medication needs. The programs are run by Medical Director, Dr. Molly Froelich and Nurse Practitioner Jane Hoonhout. Jane Hoonhout takes appointments for initial and follow-up medication evaluations on Monday and Tuesday at our Sophia location and Wednesday and Thursday at our High Point office.",Birth-18,,,,Medication evaluation,,,,,,,,,,,,,,,,,Vivian Thomas,336-883-1361,
M0143,Youth Unlimited,Outpatient Counseling Services,,,,,336-883-1361,,https://youthunlimited.cc/?page_id=1691,,,,,,,,338 Burton Ave,High Point,27262.0,,,,"outh Unlimited provides individual and family outpatient counseling. Licensed Professional Counselors, Keisha Moore, MA, LPC and Cliff Parker, MA, LPC provide services for children, adolescents and their families with mental health related issues.   Our clinic meets with clients in both the Sophia and High Point locations. ",,,,,LPC Counseling,,,,,Bobby Lindsay,336-861-9243,,,,,,,,,,,Bobby Lindsay,336-861-9243,
M0144,Archdale -Trinity Counseling Center,Outpatient Therapy ,,,,,336-431-1888 ex 21,,https://www.ncdps.gov/juvenile-justice/service-directory/archdale-trinity-counseling-center,,,,,,,,11635 N Main St Ste D,Archdale,27263.0,Archdale and Randolph County,"Davidson, Guilford, Randolph counties",,"Outpatient therapy, office based with specializations in children's/teens with trauma history, individual and family therapy available.",Tue Jun 16 00:00:00 EDT 2020,Refferal Required,,,Indiviual and family therapy,4-6 months,,,"Yes, health choice, private insurance, and medicade taken",,336-373-4264,,,,,,,,,,,,336-373-4264,
M0145,Helping Hands Ministry,Financial Assistance,,,,,336-373-4264,,https://www.mtzbc.com/archives/278,,,,,,,,,,,,Guilford County,,"We offer assistance with past due rent, mortgage, electric, water, and gas bills. The bill must be in the name of the individual or spouse of the individual seeking assistance.",,,,,"Assistance for rent, morrtgage, electric, water, and gas bills",,,,,,,,,,,,,,,,,,,
M0146,Helping Hands Ministry,Food Pantry ,,,,,,,https://www.mtzbc.com/archives/278,10am-1:30pm,10am-1:30pm,,10am-1:30pm,,,,1301 Alamance Church Road,Greensboro,27406.0,,Guilford County,,"The food pantry is open on Mondays, Tuesdays and Thursdays from 10 am to 1:30pm. No appointment necessary. All individuals seeking food assistance must present a valid NC identification card AND a gas or electric or bill with their current Guilford County address, no exception. A household is able to receive food once every six months.",,Bills need to be in name of person or spouse requesting assistance,,,Food,1 time every 6 months,,,No,,,,,,,,,,,,,,,
M0147,PDY&F,Emergency Food Pantry ,,,,,,,https://pdyandf.org/emergency-food-pantry/,,,,,,,,2207 E Cone Blvd,Greensboro,27405.0,,,,"non-perishable food items (including baby formula/food), clothing, diapers.",,Must provide valid NC idetification card or bill with Guilford County ID,,,"Food pantry, diapers, baby clothing, formula. ",,,,,,,,,,,,,,,,,,,
M0148,Turning Point 180,Bread of Life Food Pantry,,,,,336-272-1520,,http://turningpoint180.com/fight-hunger/,10am-2pm by appointment                 ,1-4pm by appointment,,1-4pm by appointment,,,,1606 Phillips Ave,Greensboro,27405.0,,Greensboro and surronding areas,,The pantry provides emergency food services to Greensboro and surrounding areas. Bread of life has formed strategic partnerships with local organizations that have allowed them to consistently serve over 2000 people each year.,,Must have valid ID,,,Food Pantry,,,,,,,,,,,,,,,,,,,
M0149,DHHS,Low Income Energy Assistance ,,,,,336-641-3447,336-641-6868,https://www.ncdhhs.gov/assistance/low-income-services/low-income-energy-assistance,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,,,1203 Maple Street,Greensboro,27405.0,"Highpoint Office - 325 East Russell Avenue
High Point NC 27260",Guilford County,,The Low Income Energy Assistance Program (LIEAP) is a federally-funded program that provides for a one-time vendor payment to help eligible households pay their heating bills.,Household including someone 60 and older or persons with disability,"Household must have someone over 60, a person with a disability to apply. Applicats must also have at least one U.S Citizen in the house, meet an income level test, have reserves less then 2,250, and be responsible for heating costs. ",,,Payment for one heating bill,1 time,,,No,,,,,,,,,,,,,,,
M0150,Guilford Child Development,Child Care Search Tool,,,,,,,https://stage.worklifesystems.com/parent/27,,,,,,,,,,,,,,"nter your search criteria and receive instant results about child care centers, private schools, camps, family child care homes, before and after school-age care, and more!",,,,,,,,,,,,,,,,,,,,,,,,
M0151,Barnabas Network ,Furniture Program ,,,,,336-370-4002,336-370-4002,https://www.thebarnabasnetwork.org/receive-furniture,8am-2pm,8am-2pm,8am-2pm,8am-2pm,8am-2pm,,,838 Winston Street,Greensboro,27405.0,,,,"The Barnabas Network functions as a furniture bank, gathering new and gently used furniture from around the community to give to qualified families and individuals on the path to self-sufficiency. Our clients are transitioning out of homelessness, recovering from a major setback, fleeing abuse or violence, or overcoming severe poverty. Clients are referred to Barnabas from one of 150 referring agencies.",,Must be referred by partner agency after securing housing ,,,Lightly used furniture to furnish home,,,,35 dollar fee to refer and 75 delivery fee if the family does not have thier own truck,Jennifer Baker-Graham,,jbakergraham@TheBarnabasNetwork.org,,,,,,,,,,Jennifer Baker-Graham,,jbakergraham@TheBarnabasNetwork.org
M0152,DHHS,Child Care Subsidy Program ,,,,,(336) 369-5097,(336) 369-5118,https://www.ncdhhs.gov/assistance/childrens-services/child-care-subsidy,8am-5pm,8am-5pm,8am-5pm,8am-5pm,8am-5pm,,,1200 Arlington Street,Greensboro,27406.0,,,Guilford County,The Child Care Subsidy program uses state and federal funds to provide subsidized child care services to eligible families.,,"Parent must be working or finding work, in school or a job training program, the child has developmental needs, childis reciveing child protective services, child needs care to support child welfare, or family is in a crisis. ",,,Payment for child care services,1 year,,,,Joyce Fairley,(336) 369-5097,Joyce@guilfordchilddev.org,,,,,,,,,,Joyce Fairley,336-369-5097,Joyce@guilfordchilddev.org
M0153,Children Home Soceity of NC,Wise Guys ,,,,,336-274-1538,,"https://www.chsnc.org/wise-guys#:~:text=Wise%20Guys%C2%AE%2C%20an%20award,healthy%20relationships%20to%20teen%20males.",,,,,,,,,,,,,,"Wise Guys®, an award-winning program of Children’s Home Society of NC, celebrates 30 years of its holistic approach in providing social and emotional learning to promote healthy relationships to teen males. Communities, coast to coast, have implemented Wise Guys with diverse groups of males in a variety of settings: from schools, community and health centers to sports leagues, faith groups, and more. Over 5,000 teen males participated in this program last year.",Male teenagers,Male teenagers,,,Group Education,8-12 sessions,,,,,,,,,,,,,,,,,336-274-1538,
M0159,Blessed Table Food Pantry,Blessed Table Food Pantry,Support for a Safe Home,Food Giveaway,,,336-333-2266,,http://www.theblessedtable.org/,closed,10am-1pm,10am-1pm,10am-1pm,10am-1pm,closed,closed,3210 Summit Ave ,Greensboro,,,,,Food pantry that runs off of donations and the efforts of volunteers,,,,,Food,,,,,,,,,,,,,,,,,,,
M0160,Mustard Seed Community Health,Mustard Seed Community Health,Support for Health Care,,,,336-763-0814,336-763-8709,https://mustardseedclinic.org/,8:30am-5:00pm,8:30am-5:00pm,10:00am-7:00pm,8:30am-5:00pm,8:30am-5:00pm,closed,closed,238 South English St,Greensboro,27410.0,,Guilford County,uninsured,Primary medical home and mental health services to Cottage Grove residents/Guilford county residents who are living at 200% below the federal pverty level.,,,,,,,,,sliding fee scale/ GCCN scale,,,,,,,,,,,,,,,
M0161,Triad Behavioral Services,Outpatient Treatment,Support for Health Care,,,,336-389-1413,,http://triadbehavioralresources.com/,,,,,,,,,,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,
M0162,Planned Parenthood,Womens Health,Support for Health Care,,,,336-373-0678,,https://www.plannedparenthood.org/health-center?location=Greensboro+nc,2:00pm-7:00pm,9:00am-5:00pm,closed,closed,9:00am-5:00pm,9:00am-1:00pm,closed,1704 Battleground Ave,Greensboro,27408.0,YES,,,Affordable health care and provider for sex education,,,Spanish interperters ,,"sex education, health screens",,,,,,,,,,,,,,,,,,,
M0163,Partnership Village,Partnership Villiage,Support for a Safe Home,,,,336-286-6401,,https://greensborourbanministry.org/services/housing-assistance/partnership-village/,,,,,,,,135 Greenbriar Rd.,Greensboro,27405.0,NO,,,Case management and other services to help their residents work toward independence and self sufficiency ,,,,,,,,,,,,,,,,,,,,,,,,
M0164,Fisher Park Counseling ,Fisher Park Counseling ,Suppport for Health Care,Counseling,,,336-542-2076,,https://www.facebook.com/pages/category/Community/Fisher-Park-Counseling-593951850665870/,,,,,,,,208 East Bessemer Ave.,Greensboro,27401.0,NO,,, ,,,,,,,,,,,,,,,,,,,,,,,,
M0165,Hope Filled Hearts,Hope Filles Hearts,Support for a Safe Home,,,,336-939-0912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M0166,Mary's House,Mary's House,Support for a Safe Home,,housing,,336-275-0820,,http://www.onlinegreensboro.com/~maryshouse/,,,,,,,,520 Guilford Ave,Greensboro,27401.0,NO,,,,,,,,,,,,,Support for Safe housing,,,,,,,,,,,,,,
M0167,Freedom House,Freedom House,Support for a Safe Home,,housing,,336-286-7822,,https://helpfreedomhouse.org/,,,,,,,,PO Box 38215,Greensboro,27438.0,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,
M0168,Malachi House,Malachi House,Support for a Safe Home,,housing,,336-375-0900,,http://www.malachihouse2.com/,,,,,,,,Po Box 3171,Greensboro,27402.0,NO, Guilford County,,"Malachi house provides a safe and trusting environment where men can recover from life-controlling issues, such as drug and alcohol addiction.",,Males only,,,"housing, case management",,,,,,,,,,,,,,,,,,,
M0169,NC Works,NC Works,Support for a Safe Home,,,,336-297-9444,,https://www.ncworks.gov/vosnet/Default.aspx,8:30am-5:00pm,8:30am-5:00pm,8:30am-5:00pm,8:30am-5:00pm,8:30am-5:00pm,closed,closed,2301 W. Meadowview Rd,Greensboro,27407.0,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,
M0170,Goodwill Industries Career Center,Goodwill Industries Career Center,Support for a Safe Home,,,,336-544-5305,,,,,,,,,,,,,,,,,,,,,employment assistance ,,,,,,,,,,,,,,,,,,,
M0171,Vocational Rehab,Vocational Rehab ,Support for a Safe Home,,,,336-487-0500,,https://www.ncdhhs.gov/divisions/dvrs/vr-local-offices,,,,,,,,3401 W. Wendover Ave #A,Greensboro,27407.0,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,
M0172,Career Centers of the Carolinas,Career Centers of the Carolinas,Support for a Safe Home,,,,800-497-5377,,,,,,,,,,3225 Battleground Ave,Greensboro,27408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M0173,Dismas Charities,Dismas Charities,Support for a Safe Home,,,,336-370-4357,,http://www.dismas.com/,,,,,,,,307 N Church St,Greensboro,27401.0,YES,Guilford County,,,,,,,,,,,,,,,,,,,,,,,,,,
M0174,Step Up Minsitries,Step Up Ministries,,,,,336-676-5871,,https://www.stepupgreensboro.org/,8:30am-5:00pm,8:30am-5:00pm,8:30am-5:00pm,8:30am-5:00pm,8:30am-2:30pm,closed,closed,707 North Green Street,Greensboro,27401.0,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,
M0175,Triad Career Network,Triad Career Network,Support for a Safe Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M0176,Consumer Credit Counseling,Consumer Credit Counseling,Support for a Safe Home,,,,336-373-8882,,http://thedebtdoc.com/,,,,,,,,315 E.Washington,Greensboro,27401.0,YES,Guilford County,,"assist families and individuals resolve financial problems by avoiding bankruptcy through budget counseling, credit counseling, housing counseling, debt management programs and financial education.",,,,,,,,,,,,,,,,,,,,,,,,
M0177,Guilford Community Care Network,Guilford Community Care Network (GCCN),Support for Health Care,,,,336-895-4900,,https://www.guilfordccn.org/,,,,,,,,612 Pasteur Dr,Greensboro,27406.0,NO,Guilford County,,promote and coordinate community-based efforts to ensure all persons have access to quality and affordable health care services in a comprehensive and coordinated system of care regardless of an individual’s ability to pay,18 and up,"Uninsured, Guilford County resident",,,"GCCN orange card, access to affordable health care",,NO,,sliding fee scale,,,,,,,,,,,,,,,
M0178,NC African Services Coalition,NCASC,,,,,336-574-2677,336-574-2672,https://ascafrica.org/,,,,,,,,,,,,Guilford County,,"provides services to refugees, asylees, and human trafficking victims who settle in Greensboro, NC",,,,,,,,,,,,,,,,,,,,,,,,
M0179,Caring Services Inc,Caring Services Inc,,,,,336-886-5594,,http://www.caringservices.org/,,,,,,,,102 Chestnut Dr,High Point,27262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M0180,NC A&T Cooperative Extension,Cooperative Extension,,,,,336-334-7500,,https://www.ncat.edu/caes/cooperative-extension/,,,,,,,,1601 E. Market Street,Greensboro,27411.0,,,,the educational outreach arm of the nation’s land-grant universities,,,,,,,,,,,,,,,,,,,,,,,,
M0181,Piedmont Authority Regional Transportation,PART,Support for a Safe Home,,Transportation Services,,336-883-7278,336-662-9253,https://www.partnc.org/,,,,,,,,,Greensboro,27409.0,YES,,,Public Transportation,,,,,Public Transportation,,NO,,,,,,,,,,,,,,,,,
M0182,Autism Unbound,Autism Unbound,Support for Health Care,,,,336-218-6163,,https://autismunbound.org/,,,,,,,,PO Box 41166,Greensboro,27404.0,NO,,,"to enable persons affected by autism spectrum disorders (ASD) to live more independent, full lives by influencing the future today",,Austim,,,,,,,,Jessi Parker,336-218-6163,info@autismunbound.org,,,,,,,,,,,,
M0183,NC Center for Behavioral Wellness at A&T,,Support for Health Care,,,,336-285-2605,,,,,,,,,,913 Bluford St,Greensboro,27401.0,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,
M0184,High Point Medical Center Lactation Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
